time,open,high,low,close,volume
1432492200,202.35,204.15,200.63,201.11,1512612
1432578600,201.23,201.45,198.46,198.89,2173883
1432665000,199.2,200.3,197.9,199.05,1846549
1432751400,199.17,201.06,196.06,196.91,6066339
1432837800,197.83,199.3,196.3,197.18,6692348
1433097000,197.85,203.45,197.4,202.86,4479082
1433183400,203.64,206.58,200.43,202.05,4612571
1433269800,202.13,204.7,199.76,201.53,3553618
1433356200,203.29,205.99,200.68,205.21,3641649
1433442600,204.58,206.16,203.35,204.09,2986745
1433701800,203.88,204.6,198.55,199.08,2479431
1433788200,198.65,200.25,197.26,198.69,2092303
1433874600,199.2,204.58,198.98,203.65,3088017
1433961000,203.7,204.49,196.43,197.21,3354787
1434047400,197.63,200.71,197.46,200.07,4924556
1434306600,201.2,203.47,200.1,202.74,2939253
1434393000,202.13,203.47,200.82,203.24,3184005
1434479400,203.49,211.87,201.0,209.37,5996339
1434565800,209.67,220.79,209.66,220.1,11284420
1434652200,220.9,226.27,220.9,224.08,10448751
1434911400,224.15,226.79,221.8,222.97,4433185
1434997800,223.18,225.44,222.81,223.71,3659045
1435084200,223.71,226.28,221.83,222.79,4252334
1435170600,221.91,226.86,221.46,225.86,6211775
1435257000,224.81,228.0,223.8,224.99,4792657
1435516200,222.11,223.45,218.54,222.78,4610282
1435602600,222.56,225.47,222.14,224.86,5299670
1435689000,225.06,227.18,225.06,226.1,3388578
1435775400,226.86,229.27,226.43,227.27,3641605
1435861800,227.03,227.94,225.52,226.45,3161556
1436121000,223.96,229.08,223.75,228.33,2797340
1436207400,227.31,228.57,224.83,225.56,2581847
1436293800,223.9,226.79,222.96,224.07,3472328
1436380200,223.93,225.06,221.05,222.0,3713532
1436466600,222.83,225.73,222.64,225.24,3682606
1436725800,225.24,227.64,223.74,226.41,2253887
1436812200,226.83,227.42,223.75,224.34,2272786
1436898600,224.78,228.07,224.73,227.34,3093396
1436985000,227.53,231.08,227.34,230.16,3395442
1437071400,230.51,231.84,228.88,229.71,2330438
1437330600,231.08,231.57,228.86,230.4,1451127
1437417000,231.13,231.23,225.45,226.59,1811142
1437503400,225.96,236.96,225.87,236.17,3956647
1437589800,236.86,240.09,234.1,235.02,4261457
1437676200,235.63,236.0,229.58,230.47,2994363
1437935400,230.43,231.56,225.23,226.04,4598763
1438021800,226.7,228.59,224.86,227.14,3059101
1438108200,226.97,227.69,223.06,223.93,3380933
1438194600,224.86,226.63,223.1,224.87,2674704
1438281000,224.83,226.61,222.59,225.25,3802312
1438540200,225.06,227.95,224.7,225.38,2260182
1438626600,225.6,226.1,220.34,222.14,2744569
1438713000,222.19,225.01,221.26,222.08,3279028
1438799400,222.81,223.04,219.78,220.1,1990511
1438885800,220.11,223.48,219.7,221.32,1967847
1439145000,221.35,222.32,216.85,217.84,2123285
1439231400,218.31,218.91,215.39,217.19,2002952
1439317800,216.65,217.19,211.47,212.0,2205902
1439404200,212.92,214.48,208.96,209.85,2135047
1439490600,211.4,218.54,210.06,217.4,2912005
1439749800,217.19,217.19,212.7,213.75,2481826
1439836200,214.94,214.94,211.84,212.27,1515583
1439922600,212.24,216.07,211.22,214.63,2029201
1440009000,215.83,215.83,205.44,206.02,4344929
1440095400,204.6,205.03,201.68,204.14,4583212
1440354600,197.85,197.85,183.91,186.51,8145723
1440441000,189.05,193.5,185.08,190.69,11315843
1440527400,190.61,196.68,188.86,191.87,4332912
1440613800,194.89,198.13,192.69,195.41,6171185
1440700200,196.73,198.53,194.73,196.15,2461890
1440959400,196.25,196.25,191.96,192.44,4733716
1441045800,191.99,191.99,187.76,188.83,4947842
1441132200,191.11,192.71,189.44,191.01,4492201
1441218600,192.02,193.53,189.85,191.97,2665275
1441305000,191.04,191.04,185.51,187.94,3703036
1441564200,188.47,189.76,186.09,187.33,2339465
1441650600,187.96,191.77,185.51,190.79,2948830
1441737000,193.58,197.56,191.22,196.52,3963791
1441823400,193.58,195.72,192.35,194.93,2531423
1441909800,196.06,196.98,192.5,193.57,2430944
1442169000,193.75,194.64,191.54,194.22,1820453
1442255400,193.81,195.61,192.37,195.19,2630944
1442341800,196.08,197.26,194.53,196.18,3068686
1442514600,197.51,202.24,197.21,201.32,7831592
1442773800,197.85,199.7,196.97,197.43,2910364
1442860200,197.85,198.96,189.87,190.64,3599162
1442946600,189.53,192.64,188.86,191.19,3479324
1443033000,190.66,190.66,187.68,188.26,6646509
1443378600,188.82,189.06,186.32,187.57,2657197
1443465000,186.61,191.16,185.74,189.03,3623837
1443551400,191.33,194.44,188.52,193.87,3952665
1443637800,196.49,196.49,193.04,194.41,1980306
1443983400,193.99,200.1,193.77,199.65,3660854
1444069800,201.37,202.46,199.15,201.91,2818498
1444156200,201.16,206.41,200.33,205.45,2632179
1444242600,205.7,205.7,199.26,199.9,2457989
1444329000,201.01,203.58,198.19,199.51,2132195
1444588200,199.65,202.71,199.65,200.5,1420049
1444674600,198.99,201.52,198.51,200.91,1408658
1444761000,201.41,203.47,200.99,203.01,1829257
1444847400,204.08,204.82,202.37,203.18,2068330
1444933800,203.36,205.68,203.18,205.08,3485193
1445193000,211.57,217.08,211.57,216.63,7658875
1445279400,216.96,217.35,214.27,215.1,4135503
1445365800,214.83,219.17,214.27,214.72,3292615
1445538600,216.73,218.77,211.6,214.86,2778068
1445797800,216.27,216.51,211.64,211.98,2500420
1445884200,211.07,213.2,210.76,211.24,2651976
1445970600,210.65,212.45,209.07,210.66,2733564
1446057000,210.44,212.47,210.21,211.57,3035672
1446143400,211.82,214.92,211.37,213.07,3055325
1446402600,213.37,216.18,212.51,215.8,1650838
1446489000,216.57,218.19,216.12,217.46,2599796
1446575400,217.64,219.21,212.74,213.88,2293418
1446661800,213.37,213.82,209.77,210.58,2461259
1446748200,211.22,214.66,210.87,214.13,1912599
1447007400,209.88,216.96,207.62,216.12,3893160
1447093800,215.17,215.73,206.02,207.47,2625561
1447180200,208.44,209.74,208.44,208.75,299511
1447353000,205.73,211.02,205.61,209.78,3127549
1447612200,208.2,211.79,207.92,210.06,3507963
1447698600,210.91,211.1,208.24,208.59,1963105
1447785000,208.56,209.39,204.59,205.05,2571383
1447871400,206.6,211.05,206.23,210.16,2784876
1447957800,209.99,214.22,208.09,212.88,2583965
1448217000,213.59,215.37,212.74,214.44,2400013
1448303400,214.27,218.45,213.83,217.57,3384443
1448476200,218.31,223.02,217.7,222.28,5441612
1448562600,222.36,223.15,219.01,220.12,2489697
1448821800,220.0,221.33,216.36,217.16,6839027
1448908200,216.74,220.07,216.12,217.17,2967325
1448994600,217.25,220.27,216.85,219.88,1731204
1449081000,219.19,222.35,219.01,219.71,2597024
1449167400,218.61,219.48,216.16,217.07,3073001
1449426600,217.07,218.76,213.54,214.05,3310778
1449513000,213.34,214.4,210.47,211.55,1721726
1449599400,210.49,212.12,205.24,205.93,2097118
1449685800,207.41,214.45,206.85,213.67,4249865
1449772200,213.99,215.62,212.0,214.26,4150045
1450031400,213.05,216.63,212.69,214.74,2414730
1450117800,215.17,219.88,214.41,219.42,3593061
1450204200,219.42,222.03,218.88,220.03,2765248
1450290600,220.35,228.21,219.89,227.01,4427435
1450377000,225.69,226.86,222.59,223.01,3661020
1450636200,222.11,224.61,221.32,223.06,2818835
1450722600,223.22,225.42,221.24,221.98,2646828
1450809000,222.99,226.39,222.59,225.69,2953173
1450895400,225.71,226.45,224.0,224.96,2720569
1451241000,224.97,227.93,224.83,227.17,2945508
1451327400,227.17,229.04,226.44,228.3,3409060
1451413800,228.21,228.43,225.28,225.85,1863321
1451500200,225.6,229.26,224.63,228.12,4225066
1451586600,227.04,229.08,226.68,228.29,1238135
1451845800,225.96,227.94,221.84,223.78,6896571
1451932200,224.9,227.08,224.16,225.99,3416459
1452018600,226.54,233.47,224.92,232.07,6116855
1452105000,229.57,231.13,226.64,227.81,4512219
1452191400,229.33,232.23,228.59,230.62,4871839
1452450600,228.42,238.5,227.31,236.44,6632671
1452537000,237.2,239.54,234.07,235.05,5342761
1452623400,236.77,245.01,235.45,242.11,16412811
1452709800,239.19,243.05,236.76,238.69,6359913
1452796200,240.52,244.96,239.58,241.31,6575725
1453055400,241.7,243.71,226.65,228.62,6229959
1453141800,231.35,236.03,228.0,234.64,4912096
1453228200,232.68,232.68,222.59,225.86,10312353
1453314600,228.78,230.62,219.6,221.28,7261772
1453401000,223.5,227.31,223.5,225.77,5413455
1453660200,227.08,229.05,224.83,225.72,2994340
1453833000,226.65,227.08,224.15,224.69,3943295
1453919400,225.06,229.74,224.18,228.63,5274473
1454005800,229.09,233.83,228.88,232.79,4383577
1454265000,233.82,234.23,230.58,231.65,2267273
1454351400,231.65,232.21,222.7,225.09,3376466
1454437800,222.14,223.48,219.21,220.65,3586808
1454524200,222.14,225.06,217.12,218.77,4161079
1454610600,220.13,220.79,216.16,218.29,4799882
1454869800,218.34,221.42,215.38,216.08,2760853
1454956200,214.24,217.82,213.59,215.28,4481029
1455042600,213.97,218.76,213.29,216.44,3859250
1455129000,216.48,217.18,205.84,207.87,3912163
1455215400,209.97,209.97,199.67,203.82,6701935
1455474600,206.4,213.9,206.4,212.86,4407889
1455561000,213.84,215.39,208.42,209.22,2977263
1455647400,210.24,215.27,206.04,214.18,3529832
1455733800,216.5,217.8,210.44,211.37,3299161
1455820200,211.34,214.21,210.75,212.32,2339664
1456079400,212.27,217.71,212.27,216.36,2919198
1456165800,216.54,217.46,211.96,213.51,4340746
1456252200,212.45,215.51,211.79,214.19,3471311
1456338600,214.54,215.06,211.53,212.27,5675025
1456425000,214.27,215.56,212.31,213.67,1908533
1456684200,213.88,223.62,210.22,217.34,7093474
1456770600,216.9,221.47,216.89,220.63,3760923
1456857000,223.24,226.13,221.97,225.17,4595886
1456943400,227.08,228.88,224.27,227.72,3630006
1457029800,227.98,228.21,225.62,226.27,2054428
1457375400,226.52,231.78,226.52,230.9,3022554
1457461800,229.33,234.7,229.02,234.21,2709831
1457548200,234.29,235.15,226.86,227.48,4733124
1457634600,228.18,231.48,227.22,228.09,3501676
1457893800,229.13,230.77,227.75,229.27,2715590
1457980200,230.23,231.1,228.23,229.44,2397332
1458066600,229.56,230.63,226.06,229.72,2529074
1458153000,230.9,233.13,227.53,228.43,3847740
1458239400,228.94,231.61,228.36,230.95,3207246
1458498600,231.12,234.16,229.95,233.22,2904852
1458585000,233.15,236.58,232.85,235.59,3504967
1458671400,235.38,235.38,229.87,231.4,3841654
1459103400,231.58,231.96,228.35,229.42,4130553
1459189800,230.18,234.28,229.38,232.98,3627901
1459276200,234.43,236.47,234.43,235.41,3303780
1459362600,234.05,237.42,232.19,235.0,7047985
1459449000,233.62,235.24,230.45,232.58,2830115
1459708200,233.83,234.32,230.52,232.71,1973260
1459794600,231.88,234.37,229.83,230.89,2345148
1459881000,232.05,233.09,229.92,232.42,1597975
1459967400,232.68,235.63,229.8,233.21,2009055
1460053800,232.91,237.08,231.85,233.01,3065701
1460313000,233.15,235.06,232.25,233.89,2356318
1460399400,233.89,237.75,233.39,235.49,2552099
1460485800,236.65,240.55,236.65,239.68,3666141
1460917800,239.63,239.85,237.29,239.39,4358102
1461090600,240.39,240.39,232.88,233.22,4957497
1461177000,234.14,236.53,232.7,234.09,2601436
1461263400,233.6,235.51,231.42,233.59,2675586
1461522600,234.83,234.83,227.6,228.63,13979586
1461609000,228.3,230.21,226.52,228.64,6041279
1461695400,228.86,230.67,228.43,229.2,3315060
1461781800,227.98,229.15,222.8,224.09,14160507
1461868200,223.36,224.51,220.08,220.94,5367060
1462127400,220.11,223.13,219.89,221.9,2427753
1462213800,222.14,223.7,218.71,219.39,4016624
1462300200,219.0,221.17,218.76,219.91,3096453
1462386600,220.34,221.11,218.29,219.27,4952411
1462473000,218.76,219.62,217.41,217.85,3371220
1462732200,219.21,221.69,218.72,221.03,3508088
1462818600,221.03,221.39,219.89,220.91,1656840
1462905000,218.49,220.51,218.09,219.3,2820699
1462991400,219.44,223.53,219.22,223.22,2922714
1463077800,222.35,222.71,219.21,219.92,3348353
1463337000,219.66,220.9,218.34,219.43,2132072
1463423400,220.39,221.03,217.27,217.9,2779023
